ORIGIN,JWMNP,FINCP,GRNTP,HINCP,SMOCP,PINCP,HH_COST,PERNP,WAGP,UNEMP,EMP,type
1700401,20.0,67250.0,700.0,60000.0,746.0,35100.0,0.15005405405405403,32650.0,31200.0,30,864,stayers
1700501,20.0,68000.0,685.0,62000.0,716.0,35000.0,0.1474786845310597,32000.0,30000.0,29,944,stayers
1700600,20.0,66250.0,697.5,60000.0,638.0,35000.0,0.13905263157894737,30800.0,30000.0,24,474,stayers
1700700,15.0,58640.0,645.0,54400.0,574.5,33250.0,0.13048275862068964,30000.0,29600.0,25,623,stayers
1700800,15.0,60000.0,578.0,53000.0,551.0,34000.0,0.12861111111111112,31000.0,30000.0,41,673,stayers
1700900,20.0,67500.0,650.0,56700.0,650.0,35000.0,0.14354999999999998,32000.0,30800.0,41,846,stayers
1701001,20.0,75100.0,646.0,68200.0,683.0,37000.0,0.13707692307692307,32600.0,30300.0,49,1078,stayers
1701100,20.0,76150.0,880.0,67500.0,864.0,39950.0,0.16055172413793103,35000.0,35000.0,42,825,stayers
1701200,20.0,78800.0,791.0,69300.0,908.0,38150.0,0.15613871635610765,36000.0,35550.0,57,961,stayers
1701300,15.0,87000.0,889.0,77000.0,903.0,44000.0,0.15539140513043032,40000.0,38000.0,51,906,stayers
1701500,15.0,69000.0,717.0,64000.0,734.5,37000.0,0.14944417312575353,34000.0,31100.0,32,468,stayers
1701602,20.0,72000.0,720.5,65510.0,783.0,37100.0,0.14560669456066946,35000.0,33000.0,41,1006,stayers
1701701,15.0,77250.0,830.0,66300.0,945.5,38950.0,0.17372130444110706,35000.0,34000.0,30,762,stayers
1701900,18.0,73500.0,820.0,68650.0,848.0,38450.0,0.15306818181818183,35500.0,35000.0,27,587,stayers
1702000,15.0,91450.0,850.0,82000.0,1070.0,46800.0,0.16051150895140665,43000.0,40600.0,23,838,stayers
1702100,15.0,85650.0,912.5,72000.0,1048.0,41800.0,0.16695652173913045,40000.0,35000.0,37,802,stayers
1702200,15.0,68000.0,725.5,61200.0,723.0,35200.0,0.14700000000000002,32700.0,30000.0,56,1077,stayers
1702300,20.0,78000.0,807.0,70500.0,912.0,40000.0,0.15742574257425743,38000.0,36000.0,30,520,stayers
1702400,15.0,77460.0,833.0,71090.0,862.5,40000.0,0.14608695652173914,35000.0,32000.0,27,654,stayers
1702501,17.0,71000.0,660.0,64150.0,733.0,36000.0,0.14070721357850072,35000.0,32000.0,50,1170,stayers
1702601,20.0,86000.0,977.0,79600.0,1155.0,38000.0,0.18927835051546393,37500.0,34500.0,20,440,stayers
1702700,20.0,71000.0,750.0,66600.0,965.0,35000.0,0.1625625,32000.0,30000.0,29,593,stayers
1702890,17.5,75000.0,800.0,68350.0,1010.0,40000.0,0.16169381107491856,37900.0,37000.0,86,1236,stayers
1703000,22.5,92600.0,1149.0,90600.0,1478.0,40000.0,0.189,38000.0,36000.0,90,1795,stayers
1703100,30.0,103100.0,1160.0,99000.0,1530.0,48000.0,0.18252100840336136,45000.0,43000.0,123,2796,stayers
1703200,25.0,119000.0,1325.0,108200.0,1749.0,55000.0,0.18576271186440677,50000.0,50000.0,160,4223,stayers
1703300,25.0,116000.0,1300.0,108000.0,1692.0,50000.0,0.18465517241379312,45000.0,44000.0,143,2966,stayers
1703400,30.0,87800.0,1100.0,78800.0,1483.0,42000.0,0.20585365853658538,40000.0,39000.0,1169,17886,stayers
1703600,25.0,104000.0,1160.0,98900.0,1597.0,48200.0,0.18935140367860603,45700.0,45000.0,50,1269,stayers
1703700,30.0,99500.0,1070.0,92200.0,1422.5,47000.0,0.1817716988367634,45000.0,43500.0,25,561,stayers
1800100,20.0,75300.0,833.0,66320.0,898.0,38000.0,0.16555555555555557,35000.0,34000.0,99,1584,stayers
1800200,25.0,90000.0,909.5,83100.0,1117.0,45000.0,0.16936705577172503,42000.0,40000.0,29,690,stayers
1800300,19.0,66900.0,786.5,61200.0,781.0,35000.0,0.15771428571428572,33000.0,30700.0,22,445,stayers
1800400,17.0,74000.0,780.0,63000.0,774.0,37000.0,0.14466666666666667,35000.0,35000.0,40,1173,stayers
1800500,15.0,71520.0,800.0,68900.0,860.5,39000.0,0.14709677419354839,37000.0,35000.0,26,773,stayers
1800600,20.0,73675.0,720.0,67860.0,779.5,39000.0,0.14058034166872987,35000.0,35000.0,17,816,stayers
1800700,20.0,65300.0,750.0,60500.0,777.0,35000.0,0.15333333333333335,32000.0,31300.0,26,528,stayers
1800800,15.0,67900.0,742.5,62435.0,799.0,34100.0,0.14923857868020304,32350.0,31300.0,23,639,stayers
1800900,20.0,71500.0,700.0,66850.0,754.5,36800.0,0.1368888888888889,35000.0,35000.0,13,745,stayers
1801000,20.0,70500.0,770.0,62700.0,798.0,36000.0,0.15370315139380925,35000.0,34000.0,65,1474,stayers
1801100,20.0,66000.0,780.0,60400.0,750.0,38000.0,0.1390769230769231,35000.0,33000.0,20,763,stayers
1801200,15.0,85600.0,797.0,78000.0,868.0,36000.0,0.14780058651026395,32100.0,30000.0,20,684,stayers
1801300,15.0,68900.0,668.0,59300.0,704.0,35000.0,0.12919727891156463,33300.0,33000.0,24,563,stayers
1801400,15.0,63550.0,730.0,57000.0,660.0,32400.0,0.1394361540506297,30000.0,28800.0,30,669,stayers
1801500,20.0,61700.0,676.0,55800.0,608.0,33300.0,0.13540735755253291,31000.0,30000.0,24,649,stayers
1801600,20.0,63000.0,702.5,56000.0,615.0,35000.0,0.1402836879432624,33000.0,32000.0,25,586,stayers
1801700,15.0,61300.0,758.0,54900.0,700.0,30600.0,0.16060465116279068,27900.0,26000.0,10,386,stayers
1801800,25.0,115700.0,1040.5,104900.0,1318.0,56000.0,0.1527205882352941,54000.0,51000.0,34,1255,stayers
1801900,20.0,62500.0,785.0,58400.0,758.0,34300.0,0.1532585475296298,30000.0,30000.0,30,591,stayers
1802000,15.0,61000.0,687.0,50600.0,638.0,34250.0,0.13874999999999998,31000.0,30000.0,23,383,stayers
1802100,25.0,72800.0,825.0,70000.0,851.0,37000.0,0.1475844155844156,35000.0,33000.0,18,523,stayers
1802200,25.0,91800.0,1020.0,86150.0,1175.0,47000.0,0.15765909090909092,45000.0,44000.0,12,555,stayers
1802300,20.0,69000.0,892.0,61000.0,950.0,38000.0,0.1744,35000.0,35000.0,145,3101,stayers
1802400,25.0,94600.0,913.0,87500.0,1030.0,50000.0,0.13651063829787236,48000.0,48000.0,14,467,stayers
1802500,20.0,83150.0,800.0,77000.0,936.0,42600.0,0.14666666666666667,40000.0,40000.0,4,469,stayers
1802600,20.0,62500.0,721.5,56000.0,698.0,32000.0,0.15182926829268295,30000.0,30000.0,21,604,stayers
1802700,20.0,62100.0,594.0,55700.0,681.0,37000.0,0.14814814814814814,35000.0,35000.0,41,638,stayers
1802800,15.0,87000.0,883.0,70150.0,893.0,36150.0,0.15433333333333332,35000.0,34300.0,9,467,stayers
1802900,15.0,73000.0,843.0,63300.0,833.0,39200.0,0.1538,36000.0,35000.0,14,465,stayers
1803000,15.0,76000.0,800.0,65000.0,759.0,36500.0,0.152,34700.0,33000.0,15,430,stayers
1803100,25.0,70450.0,715.0,63500.0,832.0,37100.0,0.15940546632854324,34950.0,32200.0,17,529,stayers
1803200,20.0,80000.0,843.0,74030.0,867.0,42000.0,0.1371547619047619,40000.0,40000.0,16,619,stayers
1803300,15.0,68430.0,829.0,53250.0,771.0,35000.0,0.17286486486486485,32000.0,31400.0,25,607,stayers
1803400,20.0,62400.0,658.0,59000.0,626.0,36000.0,0.1383378016085791,35000.0,34200.0,21,697,stayers
1803500,20.0,72300.0,781.0,66100.0,866.0,40000.0,0.14846416382252559,38000.0,37100.0,27,623,stayers
1803600,20.0,66000.0,825.5,60350.0,872.0,36000.0,0.16886503067484662,35000.0,34000.0,20,426,stayers
